item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11
Eggs,Chicken,,Oranges,Bananas,,Eggs,Milk,Coffee,,Cereal
Coffee,Bread,,Water,Eggs,Butter,,Beef,Chicken,,Apples
Cereal,Cookies,Chocolate,Coffee,Soda,Pasta,Yogurt,Chocolate,Cookies,Chicken,Coffee
Chocolate,Juice,Cheese,,Juice,Shampoo,Coffee,Chocolate,Yogurt,,Yogurt
,Bread,Pasta,Tea,Coffee,Oranges,,Soda,Rice,Butter,Tissue
Tea,Rice,Rice,Oranges,Chocolate,Eggs,Apples,Tissue,Soda,Cheese,
Oranges,Chocolate,Pasta,,,Shampoo,Cereal,Milk,Cereal,Rice,Pasta
Soap,Cheese,Onions,,Water,Cheese,Coffee,Soda,Bread,Coffee,Chocolate
Bread,Toothpaste,Tomatoes,,,Water,Butter,Eggs,Cheese,Soda,Chicken
,Shampoo,Onions,Water,Detergent,Apples,Toothpaste,Tomatoes,Onions,,Detergent
,Cheese,Chicken,Cookies,Cheese,Toothpaste,Shampoo,Oranges,Milk,Tissue,Oranges
Coffee,Milk,Apples,Detergent,,,Onions,Tea,Detergent,Toothpaste,Soap
Cheese,Toothpaste,Cookies,Pasta,Oranges,Toothpaste,Soap,Pasta,Fish,Soap,
Juice,Water,Bread,Juice,Butter,Cookies,Chicken,Coffee,Detergent,Butter,Cereal
Soap,Water,Cheese,,Tissue,Milk,Coffee,Rice,,Chocolate,Oranges
Fish,Chicken,Detergent,Tea,Eggs,Chocolate,Coffee,Tissue,Soda,,Butter
Water,Toothpaste,Coffee,Chocolate,Fish,Soap,Beef,Shampoo,,,Coffee
Chicken,,Chips,Tea,Tomatoes,Beef,,Rice,Milk,Yogurt,
,Coffee,Tissue,,Bananas,Milk,Eggs,Cheese,Coffee,Oranges,Chocolate
Milk,Fish,Onions,Butter,Bread,Milk,Rice,,Bananas,Tea,Pasta
,,Soap,Tissue,Tomatoes,Chips,Oranges,Cheese,Coffee,,Onions
Fish,Soda,Detergent,,Tea,Tissue,Detergent,Yogurt,Tea,Chips,Water
Eggs,Shampoo,Rice,Tomatoes,Tea,Onions,Oranges,Juice,,Coffee,
,Cereal,Cereal,Water,Tissue,Beef,Tomatoes,Chips,Coffee,Rice,Water
Detergent,Pasta,,Rice,Juice,,Fish,,,Cereal,Yogurt
Butter,Tea,Beef,Milk,Chips,,Detergent,Chips,Cheese,Chicken,Juice
Pasta,Chocolate,Cookies,Tissue,Coffee,Apples,Pasta,Yogurt,Cheese,Bananas,Bread
Bananas,,,Onions,Shampoo,Chocolate,Juice,Oranges,Water,Tissue,Pasta
Coffee,,Oranges,Eggs,,Fish,Juice,Juice,,Water,
Shampoo,Tea,Onions,Juice,Soap,,,Milk,Cheese,Onions,Fish
Beef,Juice,,Juice,Onions,Bread,Cookies,Soap,Tomatoes,Bananas,Cheese
Butter,Detergent,,Tissue,Toothpaste,Coffee,Beef,Tissue,Oranges,,Toothpaste
Detergent,,Onions,Water,,Tea,Bread,Eggs,Shampoo,Butter,Oranges
,Cookies,Toothpaste,Soda,Coffee,Bananas,Apples,Tomatoes,Pasta,Onions,Tomatoes
Tomatoes,,Rice,Shampoo,Cereal,Cheese,Bread,,,Tea,Tomatoes
Shampoo,Butter,Shampoo,Butter,Tissue,Cereal,Bread,Coffee,Beef,Chocolate,
Butter,Chicken,,Butter,Fish,Onions,Tea,,Water,Soap,Chips
Eggs,Cereal,Toothpaste,Detergent,Juice,Chocolate,,Onions,Tea,Chicken,Water
Chips,Tissue,,,Cookies,Juice,Pasta,Chocolate,Cookies,Butter,Milk
Bananas,Fish,Soda,Toothpaste,Bananas,Chips,Cereal,Beef,Bananas,Soap,Pasta
Juice,Cereal,Coffee,Bread,Oranges,Fish,,Coffee,Butter,Bread,Onions
Oranges,Cereal,Tissue,Cereal,Chips,Soap,Chicken,Fish,Apples,Soda,Pasta
Tomatoes,Milk,Cookies,Fish,,Chips,Eggs,Chocolate,,Chicken,Coffee
Soap,Bread,Milk,Milk,Pasta,Butter,Beef,Butter,Toothpaste,Tomatoes,Cookies
Eggs,,Milk,Chicken,,,Tea,Milk,Cookies,,Bananas
Toothpaste,,Oranges,,Chips,,Butter,Detergent,Fish,Onions,Cookies
Cereal,Oranges,,Tomatoes,Bananas,Rice,,Cereal,Tea,,Tea
Tea,Chicken,Juice,Shampoo,Coffee,Cereal,Tomatoes,Milk,Yogurt,,
,Tea,Tomatoes,Cereal,Detergent,Shampoo,Cheese,Soda,Yogurt,Water,Water
Shampoo,Soda,Chips,Milk,Fish,,Soda,Bread,,Shampoo,Detergent
Soda,,Soap,Bananas,Chocolate,Water,Chicken,Shampoo,Water,Bananas,Toothpaste
Tomatoes,Chips,,Eggs,Cookies,Tea,Cookies,Tea,Milk,Shampoo,
Chocolate,,,Apples,,Soap,Milk,Water,Butter,,Cheese
Yogurt,Pasta,Soda,Soap,Rice,Tissue,Yogurt,Bread,Toothpaste,Apples,
Bread,Tissue,Tomatoes,,Tea,Tea,Beef,Onions,,,Pasta
Onions,,,Chocolate,Chips,Milk,Chicken,,,Tomatoes,Shampoo
,Soda,Tissue,Beef,Water,,,Tomatoes,Pasta,Tea,Butter
Tea,Eggs,Soap,,,Chocolate,Apples,,Coffee,Chocolate,Bananas
Fish,,Tomatoes,Pasta,Shampoo,Cookies,Rice,Shampoo,,,Fish
Cookies,Soap,Toothpaste,Butter,Toothpaste,Juice,Yogurt,Juice,Coffee,Tissue,Cheese
Bananas,,,Coffee,Onions,Tea,Tea,Yogurt,Beef,Chicken,Fish
Yogurt,,Onions,Soap,Yogurt,Eggs,Milk,,Fish,Chocolate,Cereal
Apples,,Chicken,Toothpaste,Beef,Butter,Butter,Tea,Rice,Soap,Onions
Shampoo,,,,Cookies,Fish,Butter,Bananas,,Chicken,Milk
Toothpaste,Bread,,Eggs,Rice,Cheese,Shampoo,,Shampoo,Butter,Chicken
Bread,Apples,Yogurt,Onions,Chicken,Fish,Tomatoes,,,Bananas,
Coffee,,Cereal,Tomatoes,Tea,Bananas,Tomatoes,Fish,Pasta,Butter,Beef
,,Rice,,Soap,Bread,Soap,,,Chicken,Chips
Bananas,,Cheese,Bananas,,Cheese,Chicken,Cereal,,Cookies,
Coffee,Chicken,Apples,Detergent,,Fish,Toothpaste,Toothpaste,Cookies,Bananas,Pasta
Eggs,Yogurt,Fish,Eggs,Tea,,,Detergent,Juice,Eggs,Cookies
Tomatoes,Yogurt,Beef,,,Milk,Cookies,Cereal,Shampoo,Onions,Eggs
Chicken,,Eggs,Chips,Toothpaste,Detergent,Pasta,Juice,,Water,
Yogurt,Chocolate,Rice,Soap,Cookies,,Cereal,Chips,Milk,Tissue,Bread
Eggs,,Tissue,Beef,,,Cereal,Soda,,Fish,Butter
Tomatoes,Oranges,Cheese,Chips,,Eggs,Eggs,Tomatoes,,,
Pasta,Milk,,Toothpaste,Tea,Soap,Bread,Tea,Rice,Oranges,Shampoo
Oranges,Tomatoes,Soap,,Chips,Soda,Fish,,,Pasta,Cookies
,Chocolate,Rice,Chocolate,Tomatoes,Soap,,,,Oranges,Bananas
,Shampoo,Tissue,Apples,Chicken,Pasta,Oranges,Toothpaste,Cookies,Detergent,Oranges
Beef,Tomatoes,Chocolate,Water,Tea,Beef,Cookies,Rice,Tissue,Shampoo,Yogurt
Shampoo,Yogurt,Tissue,Fish,Fish,Oranges,Rice,Chips,,,Tomatoes
Chocolate,Bread,Bread,Soap,Yogurt,,Chicken,Chocolate,Chips,,
,Detergent,Coffee,Oranges,,Cheese,,Pasta,,Soap,
,,Cookies,Cookies,Pasta,Cookies,Eggs,Onions,,Chicken,Tomatoes
,Oranges,Fish,Oranges,Cheese,Milk,Soda,Pasta,Yogurt,Yogurt,Cookies
Tissue,Soda,Milk,Toothpaste,Coffee,Eggs,Detergent,Apples,Coffee,Cookies,Soap
Chicken,Tea,Coffee,,,Rice,Water,Cereal,Pasta,Fish,Tissue
,,Detergent,Detergent,,Cereal,Chips,Chocolate,,Shampoo,
Toothpaste,,Beef,Pasta,Chocolate,Bananas,Bread,Oranges,Water,,
Rice,Juice,Onions,Apples,Chips,Milk,Cookies,Eggs,Juice,Soap,
Pasta,,Juice,Water,Water,Juice,Tea,Water,,,Cereal
Yogurt,,Chicken,Coffee,,Coffee,Beef,,Soap,,Detergent
Apples,,Chicken,,Pasta,Beef,Chicken,,,Detergent,Yogurt
Eggs,Chicken,Oranges,Yogurt,,Cheese,Soda,Tea,Detergent,Pasta,Eggs
,Eggs,Tomatoes,Soap,Milk,Rice,Bread,Tissue,Rice,Bread,Eggs
,Milk,Pasta,Shampoo,Chicken,,Oranges,Toothpaste,Tomatoes,Apples,Cheese
Shampoo,Onions,,Tissue,,Bananas,Juice,Cereal,,Coffee,Bananas
Toothpaste,Cheese,Coffee,Cereal,Coffee,Eggs,Onions,Rice,Rice,Oranges,Toothpaste
,Onions,Juice,Apples,Fish,,Bread,Butter,Detergent,Chicken,Milk
,,Chocolate,Juice,Shampoo,,Tomatoes,,Coffee,Soda,Bananas
Bananas,Chocolate,Tissue,,Fish,Yogurt,Pasta,Juice,Yogurt,Beef,Water
Chips,Soda,Soap,Detergent,Rice,Toothpaste,Chips,Eggs,Cookies,Beef,
Cheese,,Tissue,Cookies,Chips,Cereal,Coffee,,Chips,Soap,Chocolate
,,Butter,Shampoo,Chips,Yogurt,Cookies,Soda,Butter,Chicken,Water
Shampoo,Onions,Coffee,Tea,Oranges,Apples,Eggs,Juice,,Apples,
Chicken,,Eggs,Tissue,,,Bread,Water,Rice,Pasta,Soap
Fish,Cheese,Soda,Fish,Juice,Cereal,Chicken,Apples,Beef,Onions,
Rice,Cereal,Yogurt,Soap,Butter,Fish,Beef,Chocolate,,Tomatoes,Beef
,Fish,Chocolate,,Chocolate,Coffee,Detergent,,Bananas,Toothpaste,Bananas
Tea,Coffee,Cereal,Bananas,,,Onions,Soap,Cheese,Toothpaste,Soap
Apples,Milk,Bananas,Cookies,Oranges,Rice,Apples,Butter,Milk,Eggs,Cookies
Tomatoes,Eggs,Pasta,Chips,Fish,,,Cereal,Apples,,Beef
Soap,Detergent,Soap,Soap,Onions,Beef,Juice,Pasta,Milk,Onions,Soap
Soap,Tea,Soda,Juice,Bread,Juice,Shampoo,,Coffee,Butter,Beef
Bananas,,Juice,Toothpaste,,Fish,Bananas,Pasta,Butter,Oranges,
,Bread,Milk,Shampoo,Tomatoes,Bread,Chicken,,Juice,Tea,Eggs
Rice,Shampoo,Eggs,Bananas,Eggs,Cereal,Juice,Chicken,Detergent,Soda,Cheese
Fish,Cookies,Tea,,,Bananas,Water,Cheese,Tomatoes,Shampoo,Fish
Cookies,Yogurt,Chocolate,,,Tomatoes,Butter,Coffee,Toothpaste,Shampoo,Chocolate
Water,Onions,Milk,Soap,Bananas,Soap,Fish,Onions,Milk,Toothpaste,Eggs
Eggs,Cereal,,Tissue,Tissue,Cookies,,,Onions,,Chocolate
Apples,,,,,Chips,Yogurt,Pasta,Toothpaste,Cereal,Chips
Yogurt,Shampoo,Fish,Coffee,Shampoo,Cheese,Tissue,,Soda,Onions,Chicken
Bread,Chocolate,Tea,Chicken,Apples,Soap,Pasta,Fish,Tea,Tea,
Bananas,Milk,,,,,Apples,Coffee,Cheese,Cereal,
Apples,,Shampoo,Milk,Oranges,Butter,Tomatoes,Cookies,Rice,Bananas,Tissue
Tomatoes,Juice,Soap,Chips,Fish,Yogurt,,,,Cereal,Milk
,Cheese,Juice,,Apples,Soap,Pasta,Shampoo,,Chicken,Bananas
Tea,Shampoo,Onions,,Chips,Cereal,Soda,Tea,Tissue,Butter,Toothpaste
Cheese,Chips,Fish,Fish,Eggs,Bread,Water,Soda,,,
Milk,,Milk,Milk,Pasta,Eggs,Tea,Beef,,Detergent,Onions
Pasta,Cereal,Soap,Cookies,Bananas,Tea,,Beef,Tea,Chicken,Tomatoes
Chocolate,Pasta,Eggs,Cookies,Cheese,Detergent,Toothpaste,Coffee,Bread,Coffee,
Tea,,Tomatoes,,Eggs,,Detergent,Cookies,,Apples,Yogurt
,Tissue,Tea,Apples,,Oranges,Cookies,,Milk,,
Fish,Chips,Yogurt,Water,Rice,Eggs,Apples,Juice,,Soap,
Apples,Chips,Pasta,Beef,,,,Coffee,Detergent,Cookies,Cookies
Juice,Rice,Milk,Yogurt,Chips,,Cereal,Fish,Cookies,Toothpaste,Fish
,Onions,Detergent,,Apples,Onions,Juice,Tea,,Oranges,
,Juice,Shampoo,Onions,Milk,,Detergent,Chocolate,Pasta,Yogurt,Cereal
,,Coffee,Toothpaste,Eggs,Bananas,Cheese,Soap,Toothpaste,Fish,Fish
Apples,Onions,,Shampoo,,,Butter,Bananas,Tomatoes,Chips,Chips
Fish,Water,,Butter,,Chips,Cookies,Detergent,Apples,Tomatoes,Apples
Soda,Bananas,Water,Soda,Cheese,Oranges,Chicken,Oranges,Cookies,Bread,Coffee
Eggs,Oranges,Beef,Butter,Chicken,Juice,Shampoo,,Eggs,Soda,Soda
Apples,Soap,,Eggs,,,,Chicken,Bananas,Soap,
,Tea,Yogurt,Milk,,Tea,,Yogurt,Rice,Soap,Soda
Fish,,,,Chocolate,,Pasta,Coffee,,,Fish
Milk,Juice,,Bananas,Chips,Cookies,Toothpaste,,,Fish,Tea
Toothpaste,Milk,,Yogurt,Apples,Yogurt,Tea,Beef,Chicken,,Toothpaste
Chips,Milk,Chocolate,,Soap,,,Fish,Oranges,Chocolate,Butter
Rice,,Juice,Milk,Soda,Onions,Soda,Coffee,Soda,Detergent,Bananas
,Chips,Bananas,Water,Chocolate,,Juice,,Coffee,Beef,Fish
Water,Chips,Pasta,Cookies,Chocolate,Shampoo,Shampoo,Pasta,Tea,,Chips
Bread,Shampoo,Fish,Juice,Rice,Tomatoes,Cereal,Onions,,Bread,Shampoo
,Apples,Cheese,Eggs,Chocolate,Eggs,,,,Onions,Tissue
Bread,,Apples,Water,Chocolate,Coffee,,Tomatoes,Apples,Coffee,Tea
Soda,Cookies,,Fish,Rice,Tea,Toothpaste,Cheese,,Onions,Juice
Onions,Oranges,Yogurt,Detergent,,Yogurt,Rice,Juice,,Chicken,Bananas
,Apples,Detergent,Eggs,Soda,,Eggs,Bananas,Fish,,
Rice,Chocolate,Chips,Tomatoes,Apples,Apples,,Milk,Milk,Bananas,Apples
Water,,Toothpaste,Fish,Butter,Juice,,,,,
,Cookies,,Soap,Butter,Pasta,,Chicken,Bananas,Shampoo,Fish
,Oranges,Toothpaste,,Milk,Chocolate,Chicken,Chips,Chips,Apples,Rice
Detergent,Rice,Chocolate,Bananas,Coffee,Beef,Pasta,Chocolate,,Beef,
Bread,Pasta,Rice,Cookies,Coffee,Cereal,Bread,Shampoo,Bananas,Butter,Chips
Onions,Oranges,,,,,Tomatoes,,Beef,Soda,Toothpaste
Coffee,Pasta,Coffee,,Apples,Detergent,Eggs,Tea,Coffee,Cookies,Tomatoes
Milk,,Cereal,Eggs,Bananas,Detergent,Eggs,Toothpaste,Apples,Cookies,Milk
Beef,Yogurt,Chips,Tomatoes,Soap,Bread,Tissue,,Bananas,Chips,Fish
Yogurt,Butter,Coffee,Butter,Onions,Juice,Milk,Rice,Bananas,Chips,Fish
Chocolate,Chocolate,Coffee,Shampoo,Eggs,Oranges,Tissue,Oranges,Tomatoes,Apples,
Juice,Tomatoes,Chocolate,Chips,Butter,Bread,Bread,Soda,Beef,Coffee,
Tomatoes,Soda,,Onions,,Milk,Chips,Beef,Soap,Milk,Juice
Onions,Milk,Cheese,Detergent,,Cheese,Soap,Yogurt,Onions,Oranges,Shampoo
Chips,,Toothpaste,Chocolate,Detergent,Tea,Fish,Coffee,,Cereal,Rice
Butter,,,Tea,Beef,Apples,Shampoo,,Milk,Tea,
Juice,,Eggs,,Water,Soap,Soda,Toothpaste,Shampoo,Yogurt,Rice
Cereal,Detergent,Juice,Soap,Bananas,Shampoo,Juice,,Water,Chicken,Soda
Butter,Water,,,Shampoo,,,,Yogurt,,Soap
Oranges,Beef,Tomatoes,Tissue,Cereal,Juice,Bananas,Cereal,Milk,Yogurt,Eggs
Bananas,,Pasta,Pasta,,Oranges,Chips,Butter,Fish,,Rice
,Eggs,Chocolate,Tissue,Tea,Soda,Tea,,,,Shampoo
Tea,Chicken,Pasta,Rice,Butter,Rice,Eggs,Coffee,,,Fish
,Tomatoes,Oranges,Tea,Apples,Cheese,Tissue,Milk,Cheese,,
Bananas,Yogurt,,Butter,Bread,Oranges,Toothpaste,Soap,Cookies,Chocolate,Rice
,,Butter,Water,Cheese,Bread,Detergent,,,Eggs,
Eggs,Soda,Cereal,,Coffee,Water,Tea,Chocolate,Beef,Toothpaste,Water
Juice,Toothpaste,Water,Cookies,Chicken,Juice,Onions,Cheese,Coffee,Detergent,Chicken
Rice,Toothpaste,Milk,Beef,,,Shampoo,,Pasta,Water,Milk
Chicken,Coffee,Soda,Bananas,Rice,Chips,,Pasta,,Chocolate,Juice
,Water,Detergent,Water,Onions,,,Rice,,Butter,
Toothpaste,Pasta,Juice,Shampoo,Chocolate,,Fish,Apples,Cereal,,Cookies
Detergent,Toothpaste,Chips,Bread,Onions,Apples,Coffee,Yogurt,Pasta,Shampoo,
Tissue,Apples,,Rice,Onions,Tissue,Detergent,Bananas,Fish,Rice,Milk
,Cereal,Chips,Onions,Butter,Juice,Pasta,Chips,Soap,Toothpaste,Eggs
,,Onions,Pasta,,Soda,,,Chocolate,Cereal,Bread
Bananas,Tomatoes,Rice,,Beef,Onions,Eggs,Onions,,Apples,Oranges
Chicken,Bananas,Bread,,,Oranges,Toothpaste,,Cereal,Oranges,Bread
,,Rice,Apples,Chips,Cereal,Tea,,,Detergent,Eggs
Milk,Toothpaste,Yogurt,Oranges,,,Apples,Coffee,Detergent,Detergent,
Tea,Rice,,,Tissue,Detergent,Onions,,Beef,Beef,
Shampoo,Rice,Fish,Cookies,Pasta,Milk,,Milk,Butter,Tissue,Toothpaste
Bread,Bread,Chicken,Chicken,Oranges,Shampoo,Milk,Chips,Juice,Water,Milk
Bread,Tea,Beef,Water,Chips,Milk,Fish,Chips,Bread,Milk,Toothpaste
Chips,Soda,Yogurt,Cheese,,Tissue,Tomatoes,Chicken,Cereal,Detergent,
,Yogurt,Onions,Cookies,Pasta,Water,,,Cheese,,Cereal
Detergent,Tomatoes,Pasta,,,,Tea,Detergent,Tissue,Bananas,
Apples,Cookies,,Chips,Cheese,,Pasta,,,Cheese,
Chicken,Fish,,Tissue,Yogurt,Rice,Juice,Apples,Butter,Shampoo,
Soda,Cereal,,Tomatoes,,Tissue,Chicken,Beef,Eggs,,Yogurt
Rice,Cheese,Eggs,Soap,,Tomatoes,,Chocolate,,,Fish
Cheese,Chocolate,,Milk,Shampoo,Shampoo,Detergent,Cookies,Yogurt,Onions,Chicken
Chocolate,Tea,Cheese,Chocolate,Rice,,Tea,Cereal,,Chips,Tissue
Rice,Chocolate,Cookies,Chicken,Toothpaste,Water,Cookies,Chips,Chicken,Fish,
Cookies,Coffee,Beef,Water,,Milk,Onions,Onions,Tomatoes,,Coffee
Cheese,Apples,Detergent,Soap,Butter,Onions,Detergent,Bread,,Bread,
Cookies,Toothpaste,Tomatoes,,Shampoo,Tomatoes,,Cereal,Tomatoes,Detergent,Shampoo
Chocolate,Shampoo,Apples,,Cereal,Juice,,,Detergent,Tissue,Cookies
Soda,Yogurt,Toothpaste,,Apples,Cookies,Toothpaste,Milk,Cookies,,Pasta
Pasta,,Juice,Butter,Tissue,Fish,,Rice,Cereal,Detergent,
Cereal,Pasta,,Water,Oranges,Eggs,Pasta,Fish,,,Chips
Chocolate,,,Tomatoes,Chicken,Chicken,Soda,Apples,Apples,Juice,Chips
Coffee,Yogurt,Soda,Beef,Eggs,Shampoo,Beef,,Yogurt,,Eggs
Cookies,Eggs,Onions,,Chips,Eggs,Fish,Bread,Shampoo,Chicken,
Bread,Oranges,Bananas,Chocolate,Cheese,Milk,Rice,Yogurt,Cheese,Cereal,Soap
,Oranges,Chocolate,Tissue,Rice,Tissue,Juice,Yogurt,Cereal,Cookies,Eggs
Yogurt,Chips,Yogurt,Toothpaste,Fish,,,Coffee,Chicken,Bread,
Oranges,Eggs,Tomatoes,Bananas,Cereal,,,Tea,Bananas,Cookies,
,Bananas,,Milk,Tea,Rice,Butter,Cookies,Water,Shampoo,
Coffee,Juice,Oranges,Milk,,Cookies,,Cereal,Eggs,Eggs,Detergent
,Soda,,Cereal,Apples,Shampoo,Cookies,Detergent,Coffee,Pasta,Tissue
,Bananas,Pasta,Detergent,Chicken,Water,Rice,Apples,Soda,Tea,Bread
,,Bananas,,Beef,Rice,Bread,Cheese,,Pasta,Apples
Toothpaste,Tea,,Cereal,Toothpaste,Butter,,Chicken,,Pasta,Cereal
Fish,Chicken,Soda,Tomatoes,Chicken,Coffee,,Soap,,Toothpaste,
,,Rice,Soda,Pasta,,Yogurt,Pasta,Eggs,,Soda
Pasta,Cookies,Tomatoes,Detergent,Oranges,Beef,Coffee,Oranges,,Water,Rice
Butter,Milk,Juice,Coffee,Tissue,,,Pasta,Shampoo,Soap,Shampoo
,Chips,Milk,,,Cheese,Soda,Cookies,,Coffee,Tissue
Bananas,Bread,,Fish,,,,Tissue,Toothpaste,Tissue,
Oranges,Soap,Toothpaste,Toothpaste,,Cereal,Soap,Detergent,,Coffee,
Cheese,Cheese,Tea,Cereal,,,Yogurt,Detergent,Cheese,Beef,Cookies
,,Juice,Butter,Rice,,,,Fish,Toothpaste,Apples
Chocolate,Cheese,Chocolate,Juice,Soda,Onions,,Apples,,Tissue,Bananas
Chocolate,Soap,Chips,Cookies,,Shampoo,,Chicken,,,
Cheese,,Onions,,,Bread,,Chips,Water,Yogurt,Soda
Water,,Pasta,Tissue,Butter,Beef,Bread,Cereal,Detergent,Coffee,Soda
Cereal,Yogurt,,Beef,Apples,Tomatoes,Shampoo,Coffee,,,Cereal
Apples,Detergent,Chips,Tea,Toothpaste,Bananas,,Cookies,Tea,Pasta,Cookies
,Coffee,Chips,Chips,Toothpaste,Bananas,,Chips,Bread,Chicken,Cereal
Rice,Chips,Cereal,Oranges,Shampoo,Cereal,Tomatoes,Coffee,Detergent,Bread,Eggs
,Tomatoes,,Soap,,Soda,,,Fish,,
Shampoo,,Bananas,,Butter,Water,Onions,Bread,Bananas,Milk,
Soap,Water,,,,Butter,Chips,Chips,Fish,Coffee,Rice
Bread,Milk,,Detergent,,Chips,Chips,,Apples,Cereal,Apples
Apples,,Tomatoes,Tissue,Toothpaste,Onions,Soda,Tissue,Chips,Onions,
,Fish,Tea,Yogurt,Butter,Chicken,Cereal,Cereal,Eggs,Fish,
,Bananas,Milk,,Cookies,,Fish,,Milk,Juice,Rice
Soda,Bread,Fish,,,,Soap,Onions,Bananas,Detergent,Cereal
,Pasta,Juice,,Water,Chicken,Detergent,Beef,Tissue,,Cookies
Chicken,Eggs,Eggs,Onions,Coffee,Bananas,Beef,Rice,,Fish,Milk
Bananas,Chocolate,Rice,Milk,Tomatoes,Cereal,Yogurt,Cookies,Rice,,Eggs
Butter,Coffee,Juice,Cookies,Detergent,Cereal,Shampoo,Bread,Chocolate,Shampoo,Shampoo
Beef,Bananas,Coffee,Cookies,Tissue,Toothpaste,Tissue,Rice,Bananas,Tea,Tissue
Onions,Chips,,Detergent,Milk,Eggs,Chocolate,,Onions,Butter,Rice
Yogurt,Pasta,Water,Coffee,Cheese,Soap,Cereal,,Fish,,Rice
Coffee,Beef,Pasta,Soap,,,Yogurt,Tomatoes,Juice,Water,Onions
Bread,,,Tissue,Beef,Apples,Cookies,Water,Apples,Tomatoes,Milk
Toothpaste,,Chips,Water,Apples,Eggs,Bread,Bananas,,Toothpaste,Tomatoes
Onions,,,,Cheese,Rice,Tissue,,Chocolate,Tissue,Butter
,Soap,Apples,,Tomatoes,Eggs,,Yogurt,Onions,Juice,Soap
Rice,Oranges,Fish,Butter,Cookies,Soda,Oranges,Chocolate,Beef,,Butter
,,Bread,,Tomatoes,Eggs,,Chocolate,Tissue,,Shampoo
,,Milk,Water,Butter,,Oranges,Bread,,,Tea
,Soda,Water,,Beef,,,Tissue,Soap,Toothpaste,Tissue
Cheese,Beef,Detergent,Tissue,,Tomatoes,Fish,Toothpaste,Detergent,Pasta,Cereal
,Bananas,Yogurt,Fish,Water,Chicken,,Chips,Toothpaste,Tomatoes,Toothpaste
,Oranges,Cookies,Coffee,Eggs,Yogurt,,Chips,Shampoo,Eggs,Tissue
,Milk,Bread,Bananas,Tea,Soap,Cookies,Coffee,,Bananas,Milk
Fish,,,Tissue,Pasta,Soda,Bananas,,Soap,Yogurt,Eggs
,Onions,Onions,Pasta,Beef,Bread,Chicken,Onions,Butter,,Cookies
Tomatoes,Chicken,,,Chocolate,Yogurt,Rice,,Coffee,Onions,Toothpaste
Chips,Beef,Detergent,Milk,Apples,Beef,,Bread,Cereal,,
Apples,Bananas,Juice,Chips,Rice,Coffee,,Tissue,Tissue,Pasta,Milk
Beef,Cheese,Chocolate,Detergent,Yogurt,,Eggs,,Soap,Cereal,Coffee
Apples,Butter,,Toothpaste,Rice,Chips,Soap,Toothpaste,,Bananas,Chocolate
,Rice,Oranges,,Onions,Cereal,,Bread,Milk,Coffee,Onions
Onions,Beef,,Soap,,,Pasta,Shampoo,Pasta,Cheese,Milk
Tea,Water,Cheese,Toothpaste,,,Fish,Chicken,Onions,Butter,Chocolate
Eggs,Bananas,,Soap,Bread,Water,Beef,Apples,Eggs,,Tissue
,Milk,,Chicken,Onions,Toothpaste,Soda,Juice,Chocolate,,
Pasta,Chips,Chocolate,Cookies,Soap,Detergent,Bread,Bananas,Bananas,,Pasta
,Bananas,,Butter,Onions,Tissue,Pasta,,,Tissue,Apples
Rice,Tissue,Chicken,,Oranges,Tea,Bread,Juice,Fish,Chips,
,Tomatoes,Detergent,Milk,,Pasta,,Fish,Fish,Tissue,Cookies
Fish,Cookies,Juice,,Tissue,Fish,Tissue,Toothpaste,Soap,Cereal,
Coffee,,Tea,Tomatoes,Apples,Oranges,Milk,Bread,Cheese,,
Tea,Butter,,,Butter,Pasta,Fish,,,Onions,Milk
Chips,Cheese,Pasta,,Eggs,Soda,Rice,Chocolate,Beef,Soap,Water
Chocolate,Onions,,Soda,Milk,Eggs,Chicken,Onions,Milk,Eggs,Juice
Chicken,Bread,Shampoo,Soap,Apples,Oranges,Tissue,Chocolate,,Bread,Coffee
Toothpaste,Shampoo,,Beef,Tissue,Cheese,Juice,,Bread,Cheese,Yogurt
Juice,,,,Cookies,Beef,Apples,Soda,,Chips,
Rice,Chips,Detergent,,Fish,Cookies,Rice,Cookies,Eggs,Eggs,Water
,Tissue,Cheese,Tea,Shampoo,Butter,,Apples,Onions,Milk,Rice
Toothpaste,Tea,,Butter,Soda,Tissue,Detergent,Rice,,Soap,Juice
,Beef,Cereal,,Onions,,Detergent,Bananas,Chocolate,Tissue,Coffee
Pasta,,Pasta,Tea,Detergent,Eggs,Tissue,Water,,Tomatoes,Tomatoes
Juice,Tea,Chocolate,Rice,Cheese,Bread,Shampoo,Tea,Soap,Juice,Oranges
Apples,Cheese,Cereal,Chicken,Cereal,Cookies,Apples,Toothpaste,Tea,Tea,Shampoo
Cereal,Cheese,Shampoo,Detergent,Eggs,,Pasta,Apples,Butter,Bananas,
,,Milk,Bread,,Cheese,Chocolate,Oranges,Tea,Water,Fish
Eggs,Eggs,Soda,Beef,Cookies,Rice,Cookies,,Yogurt,Tissue,
Toothpaste,Yogurt,Butter,Cereal,Water,Soda,,Chicken,Juice,Coffee,
Soap,,Soap,Fish,Apples,Butter,Bread,Chocolate,Chips,Juice,Yogurt
Chicken,Milk,,Soda,Tomatoes,Juice,Butter,Fish,Tissue,Pasta,Eggs
